epoch,slot,active_count,active_eth,entry_count,entry_eth,exit_count,exit_eth,beacon_deposit_count,eth1_block_hash,eth1_block_number,eth1_block_timestamp
419899,13436776,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436777,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436778,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436779,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436780,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436781,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436782,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436783,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436784,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436785,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436786,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436787,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436788,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436789,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436790,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436791,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436792,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436793,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436794,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436795,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436796,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436797,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436798,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419899,13436799,975307,35852979.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436800,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436801,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436802,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436803,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436804,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436805,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436806,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436807,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436808,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436809,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436810,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436811,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
419900,13436812,975315,35853236.000000000,48,1536.000000000,0,0.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
