epoch,slot,active_count,active_eth,entry_count,entry_eth,exit_count,exit_eth,beacon_deposit_count,eth1_block_hash,eth1_block_number,eth1_block_timestamp,el_deposit_count_at_eth1_block,el_total_deposited_eth_at_eth1_block,el_backlog_events,el_backlog_eth
419707,13430633,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430634,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430635,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430636,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430637,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430638,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430639,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430640,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430641,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430642,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430643,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430644,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430645,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430646,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430647,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430648,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430649,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430650,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430651,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430652,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430653,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
419707,13430654,974114,35814312.000000000,48,1536.000000000,45,1440.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783,2045305,61024328.232299998,0,0.000000000
