epoch,slot,active_count,active_eth,entry_queue_count,entry_queue_eth,exit_queue_count,exit_queue_eth,el_backlog_events,el_backlog_eth,entry_total_estimated
404210,12934736,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934737,948902,33282278.000000000,2,64.000000000,0,0.000000000,0,0.000000000,2
404210,12934738,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934739,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934740,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934741,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934742,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934743,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934744,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934745,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934746,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934747,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934748,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934749,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934750,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
404210,12934751,948902,33282278.000000000,2,64.000000000,48287,2426975.000000000,0,0.000000000,2
