epoch,slot,active_count,active_eth,entry_queue_count,entry_queue_eth,exit_queue_count,exit_queue_eth,Churn_limit_validators,Churn_limit_eth_est,activations,newly_queued_entries,newly_queued_exits,newly_queued_cum_exits
386392,12364570,1062895,34989123,48,1536,22426,727760,8,256.0,0.0,0.0,0.0,0.0
386392,12364571,1062895,34989123,48,1536,22426,727760,8,256.0,0.0,0.0,0.0,0.0
386392,12364572,1062895,34989123,48,1536,22426,727760,8,256.0,0.0,0.0,0.0,0.0
386392,12364573,1062895,34989123,48,1536,22426,727760,8,256.0,0.0,0.0,0.0,0.0
386392,12364574,1062895,34989123,48,1536,22426,727760,8,256.0,0.0,0.0,0.0,0.0
386392,12364575,1062895,34989123,48,1536,22426,727760,8,256.0,0.0,0.0,0.0,0.0
386393,12364576,1062903,34989379,48,1536,22418,727504,8,256.0,256.0,256.0,0.0,0.0
386393,12364577,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364578,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364579,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364580,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364581,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364582,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364583,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364584,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364585,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364586,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364587,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364588,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364589,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364590,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364591,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364592,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364593,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364594,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364595,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364596,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364597,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364598,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364599,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364600,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364601,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364602,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364603,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364604,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364605,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364606,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386393,12364607,1062903,34989379,48,1536,22418,727504,8,256.0,0.0,0.0,0.0,0.0
386394,12364608,1062911,34989635,48,1536,22410,727248,8,256.0,256.0,256.0,0.0,0.0
386394,12364609,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364610,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364611,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364612,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364613,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364614,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364615,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364616,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364617,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364618,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364619,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364620,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364621,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364622,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364623,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364624,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364625,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364626,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364627,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364628,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364629,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364630,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364631,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364632,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364633,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364634,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364635,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364636,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364637,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364638,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386394,12364639,1062911,34989635,48,1536,22410,727248,8,256.0,0.0,0.0,0.0,0.0
386395,12364640,1062919,34989891,48,1536,22402,726992,8,256.0,256.0,256.0,0.0,0.0
386395,12364641,1062919,34989891,48,1536,22402,726992,8,256.0,0.0,0.0,0.0,0.0
386395,12364642,1062919,34989891,48,1536,22402,726992,8,256.0,0.0,0.0,0.0,0.0
386395,12364643,1062919,34989891,48,1536,22402,726992,8,256.0,0.0,0.0,0.0,0.0
