epoch,slot,active_count,active_eth,entry_queue_count,entry_queue_eth,exit_queue_count,exit_queue_eth,el_backlog_events,el_backlog_eth,entry_total_estimated
403852,12923279,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923280,0,0.000000000,2,2144.000000000,0,0.000000000,0,0.000000000,2
403852,12923281,0,0.000000000,2,2144.000000000,0,0.000000000,0,0.000000000,2
403852,12923282,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923283,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923284,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923285,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923286,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923287,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923288,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923289,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923290,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923291,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923292,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923293,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923294,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403852,12923295,949393,33221769.000000000,2,2144.000000000,49711,2481835.000000000,0,0.000000000,2
403853,12923296,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923297,0,0.000000000,2,2144.000000000,0,0.000000000,0,0.000000000,2
403853,12923298,0,0.000000000,2,2144.000000000,0,0.000000000,0,0.000000000,2
403853,12923299,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923300,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923301,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923302,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923303,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923304,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923305,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923306,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923307,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923308,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923309,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923310,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923311,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923312,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923313,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923314,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923315,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923316,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923317,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923318,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
403853,12923319,949393,33221769.000000000,2,2144.000000000,49703,2481580.000000000,0,0.000000000,2
