epoch,slot,active_count,active_eth,entry_queue_count,entry_queue_eth,exit_queue_count,exit_queue_eth,el_backlog_events,el_backlog_eth,entry_total_estimated
404898,12956743,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956744,0,0.000000000,48,1536.000000000,0,0.000000000,0,0.000000000,48
404898,12956745,0,0.000000000,48,1536.000000000,0,0.000000000,0,0.000000000,48
404898,12956746,0,0.000000000,48,1536.000000000,0,0.000000000,0,0.000000000,48
404898,12956747,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956748,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956749,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956750,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956751,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956752,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956753,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956754,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956755,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956756,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956757,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956758,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956759,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956760,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956761,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956762,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956763,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956764,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956765,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956766,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404898,12956767,951876,33397912.000000000,48,1536.000000000,44864,2310732.000000000,0,0.000000000,48
404899,12956768,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956769,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956770,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956771,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956772,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956773,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956774,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956775,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956776,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956777,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956778,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956779,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956780,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956781,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956782,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
404899,12956783,951884,33398200.000000000,48,1536.000000000,44856,2310476.000000000,0,0.000000000,48
