epoch,slot,active_count,active_eth,entry_count,entry_eth,exit_count,exit_eth,beacon_deposit_count,eth1_block_hash,eth1_block_number,eth1_block_timestamp
422532,13521046,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521047,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521048,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521049,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521050,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521051,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521052,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521053,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521054,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422532,13521055,976207,36257485.000000000,1,2000.000000000,9,288.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422533,13521056,976207,36257485.000000000,1,2000.000000000,1,32.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422533,13521057,976207,36257485.000000000,1,2000.000000000,1,32.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422533,13521058,976207,36257485.000000000,1,2000.000000000,1,32.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422533,13521059,976207,36257485.000000000,1,2000.000000000,1,32.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
422533,13521060,976207,36257485.000000000,1,2000.000000000,1,32.000000000,2045305,0x0958d83550263ff0d9f9a0bc5ea3cd2a136e0933b6f43cbb17f36e4da8d809b1,22432721,1746632783
