epoch,slot,active_count,active_eth,entry_queue_count,entry_queue_eth,exit_queue_count,exit_queue_eth,el_backlog_events,el_backlog_eth,entry_total_estimated
395595,12659070,973124,33449153.000000000,48,1536.000000000,68734,2264230.000000000,0,0.000000000,48
395595,12659071,973124,33449153.000000000,48,1536.000000000,68734,2264230.000000000,0,0.000000000,48
395596,12659072,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659073,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659074,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659075,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659076,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659077,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659078,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659079,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659080,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659081,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659082,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659083,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659084,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659085,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659086,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659087,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659088,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659089,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
395596,12659090,973132,33449473.000000000,48,1536.000000000,68726,2263974.000000000,0,0.000000000,48
